author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/304029912/;Москва;sale;flat;16;16;2;51.0;14900000;Головинский;Кронштадтский бульвар;57;Коптево;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/304578099/;Москва;sale;flat;3;16;1;38.5;10300000;Северное Медведково;Широкая ;1К5;Медведково;
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833885/;Москва;sale;flat;42;66;2;67.4;64704000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304870578/;Москва;sale;flat;2;16;2;60.0;36500000;Хамовники;Фрунзенская набережная;50;Спортивная;
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303648893/;Москва;sale;flat;6;9;2;45.0;17990000;Войковский; Зои и Александра Космодемьянских;11;Войковская;
Ташир;developer;https://www.cian.ru/sale/flat/299137381/;Москва;sale;flat;4;21;2;47.9;19339625;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
ID 107328710;realtor;https://www.cian.ru/sale/flat/296723055/;Москва;sale;flat;9;9;2;49.0;36000000;Арбат;Смоленская ;10;Смоленская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/301597650/;Москва;sale;flat;5;9;2;44.8;13990000;Очаково-Матвеевское;Очаковское шоссе;11К1;Аминьевская;
Основа;developer;https://www.cian.ru/sale/flat/304382429/;Москва;sale;flat;2;28;2;41.3;16726500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/302745451/;Москва;sale;flat;6;6;2;64.2;25000000;Хорошевский;2-й Хорошевский проезд;9К1;Беговая;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/300568239/;Москва;sale;flat;3;5;2;46.7;11990000;Новогиреево;Мартеновская ;20;Новогиреево;
ID 119217275;developer;https://www.cian.ru/sale/flat/304794879/;Москва;sale;flat;2;59;2;31.1;15176800;Можайский;Верейская ;29С35;Давыдково;VEER
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303439862/;Москва;sale;flat;3;10;2;90.0;37900000;Басманный;Нижняя Красносельская ;35С48;Бауманская;TriBeCa APARTMENTS
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296713412/;Москва;sale;flat;2;30;1;41.0;9741600;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
КРОСТ;developer;https://www.cian.ru/sale/flat/296745429/;Москва;sale;flat;26;28;2;47.5;22182500;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
Smolenka Estate;real_estate_agent;https://www.cian.ru/sale/flat/299672730/;Москва;sale;flat;8;9;2;60.7;77089000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303331637/;Москва;sale;flat;8;16;2;54.6;17950000;Северное Тушино; Свободы;93;Планерная;
Пионер;developer;https://www.cian.ru/sale/flat/303979491/;Москва;sale;flat;4;25;2;56.59;23206762;Москворечье-Сабурово;;;Варшавская;Лайф Варшавская ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/301035843/;Москва;sale;flat;3;7;2;99.0;80000000;Басманный;Гороховский переулок;12;Курская;Гороховский 12
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304516413/;Москва;sale;flat;1;12;2;38.2;10700000;Черемушки; Каховка;22К5;Зюзино;
БЭЛ Девелопмент;developer;https://www.cian.ru/sale/flat/303377181/;Москва;sale;flat;3;6;2;38.7;38313000;Тверской;Долгоруковская ;25к2;Новослободская;Долгоруковская 25
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294872333/;Москва;sale;flat;17;18;2;117.0;179000000;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539730/;Москва;sale;flat;1;8;2;63.0;37000000;Басманный;Чистопрудный бульвар;12К2;Чистые пруды;
Sminex;developer;https://www.cian.ru/sale/flat/304796278/;Москва;sale;flat;11;14;2;67.1;39190000;Раменки;проспект Генерала Дорохова;39к2М;Ломоносовский проспект;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300701528/;Москва;sale;flat;11;41;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301593908/;Москва;sale;flat;7;15;1;37.0;7600000;;;;Коммунарка;Деснаречье ЖК
EraOneHolding;developer;https://www.cian.ru/sale/flat/284404561/;Москва;sale;flat;8;8;2;121.2;159473684;Арбат; Арбат;24;Смоленская;Turandot Residences
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302177521/;Москва;sale;flat;3;15;2;58.54;65000000;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
Юлия Борисенко;realtor;https://www.cian.ru/sale/flat/303786782/;Москва;sale;flat;10;19;1;42.2;15870000;Котловка; Дмитрия Ульянова;47;Крымская;
Главстрой;developer;https://www.cian.ru/sale/flat/296921064/;Москва;sale;flat;2;16;1;45.0;22374675;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302203106/;Москва;sale;flat;8;19;1;30.8;20400000;Беговой;Ленинградский проспект;29к3;Динамо;Царская площадь
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/300350306/;Москва;sale;flat;2;22;2;72.5;31499000;Филевский парк;Береговой проезд;5к3;Фили;Фили Град
Группа Родина;developer;https://www.cian.ru/sale/flat/285606685/;Москва;sale;flat;2;23;2;62.5;31200000;Ростокино;;к2;Ботанический сад;Союз ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304814775/;Москва;sale;flat;37;37;1;48.0;42000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/302591225/;Москва;sale;flat;9;28;1;34.7;14800000;Богородское;Открытое шоссе;14Д;Бульвар Рокоссовского;Талисман на Рокоссовского
Ташир;developer;https://www.cian.ru/sale/flat/302722354/;Москва;sale;flat;2;16;2;46.8;23868000;Даниловский;Малая Тульская ;2;Тульская;DECO RESIDENCE (Апартаменты премиум-класса)
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299330003/;Москва;sale;flat;63;66;1;86.0;96000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303223319/;Москва;sale;flat;4;12;2;45.0;11500000;; Липовый Парк;7;Коммунарка;
КОРТРОС;developer;https://www.cian.ru/sale/flat/296640150/;Москва;sale;flat;5;49;2;59.19;23143290;Марьина роща;;;Марьина Роща;Тэйт ЖК
ID 109135729;realtor;https://www.cian.ru/sale/flat/304330216/;Москва;sale;flat;3;21;2;58.54;61000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/304159654/;Москва;sale;flat;8;9;2;45.0;15950000;Кунцево; Академика Павлова;13;Молодёжная;
MR Group;developer;https://www.cian.ru/sale/flat/304208103/;Москва;sale;flat;22;54;2;61.18;30473758;Хорошево-Мневники;;;Полежаевская;Джойс ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/298216770/;Москва;sale;flat;13;44;2;73.2;29300000;Хорошево-Мневники;к2/2;к2/2;Шелепиха;Сидней Сити ЖК
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/304719502/;Москва;sale;flat;9;33;1;32.0;14500000;Очаково-Матвеевское;;1.1;Аминьевская;Матвеевский Парк ЖК
Главстрой;developer;https://www.cian.ru/sale/flat/301772285/;Москва;sale;flat;2;8;1;44.6;18727540;Котловка;31/2;31/2;Профсоюзная;Новые Академики ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289733275/;Москва;sale;flat;51;75;2;120.4;99000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/304574974/;Москва;sale;flat;8;9;1;35.0;11800000;Теплый Стан; Теплый Стан;21К4;Тёплый Стан;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/292534789/;Москва;sale;flat;2;25;2;54.5;18393750;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303027445/;Москва;sale;flat;3;20;1;59.0;61800000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/304779000/;Москва;sale;flat;9;31;1;45.3;24990000;Филевский парк;Береговой проезд;5к1;Фили;Фили Град
Трансстройинвест;developer;https://www.cian.ru/sale/flat/301925930/;Москва;sale;flat;11;23;2;44.1;21442891;Очаково-Матвеевское;Очаково мкр;;Озёрная;ОМ ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303401024/;Москва;sale;flat;10;17;1;30.6;10500000;;;;Потапово;Скандинавия
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/272828990/;Москва;sale;flat;6;17;1;38.0;9500000;; Авиаконструктора Петлякова;7;Пыхтино;Солнцево парк
MR Group;developer;https://www.cian.ru/sale/flat/298871304/;Москва;sale;flat;3;19;2;53.8;19337753;Покровское-Стрешнево;;;Тушинская;Ситизен ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300983679/;Москва;sale;flat;13;21;2;80.3;54900000;Раменки;Мосфильмовская ;88к4;Раменки;Мосфильмовский
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303788194/;Москва;sale;flat;14;29;2;50.1;29600000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
Sminex;developer;https://www.cian.ru/sale/flat/294328854/;Москва;sale;flat;3;6;2;120.3;234440000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299551213/;Москва;sale;flat;4;4;2;59.9;48000000;Пресненский;Малый Козихинский переулок;8/18;Пушкинская;
ID 101525579;homeowner;https://www.cian.ru/sale/flat/302073637/;Москва;sale;flat;2;5;2;48.0;28700000;Пресненский; Юлиуса Фучика;2/30;Маяковская;
